availability,detail,images,name,regular_price,sale_price,sku
In stock,"Long and layerable, the Kellie Gold Long Necklace in Turquoise features dainty versions of our signature oval-shaped stone on a sleek chain.																",https://www.jewelryus.shop/images/cache/2/7/27b8180455cc6e5363c6d3daf103a652.jpg,Kellie Gold Long Necklace in Turquoise,$109.97,$28.99,KS-0501
In stock,"Long and layerable, the Kellie Gold Long Necklace in White Pearl features dainty iterations of our signature oval-shaped stone on a sleek metallic chain. This long necklace is a must-have that easily adapts to any outfit. Wear the Kellie Gold Long Necklace to work, then layer it up with a bolder statement piece and head to out on the town.																",https://www.jewelryus.shop/images/cache/5/d/5d461176145a49527e64d42d624ee6e3.jpg,Kellie Gold Long Necklace in White Pearl,$109.97,$28.99,KS-0502
In stock,"Dainty stud earrings with a vintage feel, the Kaia Earrings in Gold are the crowning touch for your classic look.																",https://www.jewelryus.shop/images/cache/a/c/ac1564d03df08ed631497aa00e757923.jpg,Kaia Stud Earrings in Antique Silver,$100.00,$26.00,KS-0487
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Stud Earrings in Magenta, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/5/1/51ec72b41f7c983eb48556ab6263010a.jpg,Ellie Stud Earrings in Magenta,$70.00,$18.99,KS-0516
In stock,"Custom oval stones in a thin metallic frame, our Elle Gold Earrings in White Pearl are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/7/7/77de1b0a0ed857cbc4534f89d8d8236e.jpg,Elle Gold Earrings in White Pearl,$75.00,$19.89,KS-0483
In stock,"Don the Caden Antique Silver Drop Earrings for an elegant, barely-there accent. With a dainty drusy stone framed in pav?? crystals, these earrings are perfect for bride or bridesmaid. Celebrate your ever after with the Kendra Scott Bridal Jewelry Collection.																",https://www.jewelryus.shop/images/cache/c/1/c197264f6568d621912981ea64e0925a.jpg,Caden Drop Earrings in Antique Silver,$110.00,$29.00,KS-0559
In stock,"Our daintiest oval-shaped earring yet, the Dani Silver Drop Earrings in White Kyocera Opal makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/7/b/7bca2dc8552377390ca5632f6bb32265.jpg,Dani Silver Drop Earrings in White Kyocera Opal,$150.00,$41.00,KS-0479
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Gold Adjustable Chain Bracelet in White Kyocera Opal is a delicate addition to any arm party.																",https://www.jewelryus.shop/images/cache/7/9/79e53eb9692cff7e8f0005eec47698c1.jpg,Elaina Gold Adjustable Chain Bracelet in White Kyocera Opal,$105.00,$27.50,KS-0486
In stock,"Seven bold stones of natural lapis are left beautifully unfinished, creating a truly head-turning statement. The Harlow Necklace is a signature Kendra Scott silhouette that dresses up any style for work or play.																",https://www.jewelryus.shop/images/cache/2/c/2c8d1289d3db793836fcadf35159eed0.jpg,Harlow Statement Necklace in White Banded Agate,$169.97,$46.99,KS-0484
In stock,"Our daintiest oval-shaped earring yet, the Dani Gold Earrings in White Pearl makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/2/9/29842b337cbf63d0289ca243da4fed57.jpg,Dani Gold Earrings in White Pearl,$72.00,$17.60,KS-0485
In stock,"A delicate kite-shaped stone and metallic detailing team up to create the Cory Pendant Necklace in Brown Pearl, a timeless accessory that elevates the everyday.																",https://www.jewelryus.shop/images/cache/3/7/374c0e5958916837ecaf3b23c20043a2.jpg,Cory Pendant Necklace in Brown Pearl,$85.00,$21.89,KS-0476
In stock,"A delicate kite-shaped stone and metallic detailing team up to create the Cory Rose Gold Pendant Necklace in Ivory Pearl, a timeless accessory that elevates the everyday.																",https://www.jewelryus.shop/images/cache/2/0/208e02e215e4b9792a9447481767e67a.jpg,Cory Rose Gold Pendant Necklace in Ivory Pearl,$75.00,$19.89,KS-0477
In stock,"Spark a conversation with the dainty Ellie Studs, a petite take on our classic oval silhouette featuring Kendra Scott's signature rose gold filigree framed in delicate gold details.																",https://www.jewelryus.shop/images/cache/d/5/d5f0db895cd49ab67956d9ff39ac0c33.jpg,Ellie Gold Stud Earrings in Rose Gold Filigree,$75.00,$19.89,KS-0475
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Silver Stud Earrings in Black, an artful addition to any look.																",https://www.jewelryus.shop/images/cache/0/0/000b35aaae687e064a04704b1c76c969.jpg,Tessa Silver Stud Earrings in Black,$70.00,$18.99,KS-0472
In stock,"Our daintiest oval-shaped earring yet, the Dani Silver Drop Earrings in Ivory Pearl makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/8/8/885b0115da0f863c94d5d986ae5c0230.jpg,Dani Silver Drop Earrings in Ivory Pearl,$72.00,$17.60,KS-0481
In stock,"Our daintiest oval-shaped earring yet, the Dani Drop Earrings in Black Pearl makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/6/6/66b9459e3653a9d074e26128d6f9cd24.jpg,Dani Drop Earrings in Black Pearl,$85.00,$21.89,KS-0482
In stock,"Hit refresh on your everyday style with this delicate yet statement-making pendant. A small, angular silhouette highlights the beauty of natural Lapis, while antique brass details make this Cory Necklace a truly eye-catching accessory.																",https://www.jewelryus.shop/images/cache/4/3/4307e61d1c1c6a574504302803d55e28.jpg,Cory Necklace in Lapis,$75.00,$19.89,KS-0469
In stock,"Our daintiest oval-shaped earring yet, the Dani Drop Earrings in Brown Pearl makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/6/b/6b932f05c13138ba1d75f836a0797ab7.jpg,Dani Drop Earrings in Brown Pearl,$85.00,$21.89,KS-0467
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Silver Stud Earrings in Platinum Drusy, an artful addition to any look.																",https://www.jewelryus.shop/images/cache/c/b/cbc624597e011ca5da59ea873316f2cb.jpg,Tessa Silver Stud Earrings in Platinum Drusy,$85.00,$21.89,KS-0470
In stock,"Our daintiest oval-shaped earring yet, the Dani Rose Gold Drop Earrings in Ivory Pearl makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/9/7/977f55b0d521e379b81bd6f62d195cee.jpg,Dani Rose Gold Drop Earrings in Ivory Pearl,$72.00,$17.60,KS-0468
In stock,"Our daintiest oval-shaped earring yet, the Dani Silver Earrings in Slate makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/e/8/e8675fa116aa30c62d860241c4b824d9.jpg,Dani Silver Earrings in Slate,$72.00,$17.60,KS-0480
In stock,"The Carinne Drop Earrings in Ivory Pearl feature dainty, kite-shaped stones and a feather-light frame that adds the finishing touch to any outfit.																",https://www.jewelryus.shop/images/cache/c/8/c8969141cc265c75ab000ca1ab258673.jpg,Carinne Drop Earrings in Ivory Pearl,$75.00,$19.89,KS-0458
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Adjustable Chain Bracelet in Fuchsia Drusy is a delicate addition to any arm party.																",https://www.jewelryus.shop/images/cache/2/1/2154626796e0e024b8cbfa08722877c8.jpg,Elaina Adjustable Chain Bracelet in Fuchsia Drusy,$85.00,$21.89,KS-0466
In stock,"Our daintiest oval-shaped earring yet, the Dani Gold Earrings in Black makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/1/4/14448877825e39332988e8290ae34f35.jpg,Dani Gold Earrings in Black,$72.00,$17.60,KS-0454
In stock,"The Carinne Gold Drop Earrings in Slate feature dainty, kite-shaped stones and a feather-light frame that adds the finishing touch to any outfit.																",https://www.jewelryus.shop/images/cache/c/a/cadb3cabebf9979ae9933bb5024fc00b.jpg,Carinne Gold Drop Earrings in Slate,$75.00,$19.89,KS-0457
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Stud Earrings in Black Pearl, an artful addition to any look.																",https://www.jewelryus.shop/images/cache/9/7/9780167fe791e1de6ca48399f77dc9d6.jpg,Tessa Stud Earrings in Black Pearl,$80.00,$20.69,KS-0473
In stock,"The Carinne Gold Drop Earrings in Abalone Shell feature dainty, kite-shaped stones and a feather-light frame that adds the finishing touch to any outfit.																",https://www.jewelryus.shop/images/cache/c/2/c24f2876725c9475c6c01a7d768b29b8.jpg,Carinne Gold Drop Earrings in Abalone Shell,$85.00,$21.89,KS-0459
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Gold Adjustable Chain Bracelet in Light Pink Drusy is a delicate addition to any arm party.																",https://www.jewelryus.shop/images/cache/9/a/9a64c9b5000db456292638a5de7d09ae.jpg,Elaina Adjustable Chain Bracelet in Light Pink Drusy,$85.00,$21.89,KS-0453
In stock,"Our most iconic silhouette, the Danielle Earrings in Cobalt feature custom cut, oval stones framed in sleek metallic detail perfect for any occasion.																",https://www.jewelryus.shop/images/cache/a/3/a3233c52d07185548277bb6c425e835c.jpg,Danielle Earrings in Cobalt,$85.00,$21.89,KS-0450
In stock,"Find your everyday obsession in our signature Shelton Necklace in Silver. An on-trend Y silhouette with dainty geometric details, this delicate accessory can elevate any look.																",https://www.jewelryus.shop/images/cache/f/b/fb9f088678c0e8d52c8be2f9b0a47c8f.jpg,Shelton Necklace in Silver,$95.00,$24.50,KS-0452
In stock,"A delicate chain bracelet with an adjustable slide, our Elaina Bracelet in Bronze Veined Turquoise is a must-have layer for any gal??s style.																",https://www.jewelryus.shop/images/cache/a/d/ade86f11116c4579733c95f7c557d544.jpg,Elaina Adjustable Chain Bracelet in Bronze Veined Turquoise,$80.00,$20.69,KS-0478
In stock,The subtle shine of Ivory Mother-of-Pearl takes center stage amidst a halo of rose gold and baguette crystals in the delicate Keely Earrings.																,https://www.jewelryus.shop/images/cache/8/5/85d5cc17bb66fc9f0db1a2e5de90df1e.jpg,Keely Stud Earrings in Rose Gold,$140.00,$38.00,KS-0449
Out of Stock,"Stack and style with the Kara Midi Ring Set in Silver, featuring delicate, statement-making details on every ring for an on-trend suite.																",https://www.jewelryus.shop/images/cache/5/e/5e91106f7c40d17fab7645f84dccc0b1.jpg,Kara Midi Ring Set in Silver,$69.97,$16.99,KS-0443
In stock,"A statement necklace made for the belle of the ball, this Seraphina Necklace in Antique Brass is equal parts beautifully feminine and daringly on-trend.																",https://www.jewelryus.shop/images/cache/5/d/5db9bdbfa2e7edb9c0d8a3e44614f3fc.jpg,Seraphina Statement Necklace in Antique Brass,$315.00,$90.50,KS-0444
In stock,"Subtle style meets statement-making size with the Sophee Drop Earrings in Silver, featuring romantic details on a metallic frame. These drop earrings define elegant style that can be dressed up or down. Add a touch of shine to your casual look or wear our Sophee Drop Earrings as you head out for a night on the town.																",https://www.jewelryus.shop/images/cache/2/a/2af9b1791126af2788c8f4c8de4731ec.jpg,Sophee Drop Earrings in Silver,$75.00,$19.89,KS-0442
In stock,,https://www.jewelryus.shop/images/cache/8/4/84811be3c3b98755a7c7f707d074cf76.jpg,Addie Gold Drop Earrings in Gold Filigree,$80.00,$18.99,KS-0441
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Silver Stud Earrings in Cobalt Drusy, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/d/d/dd15d12d17c95bffb05d8dc18463298b.jpg,Ellie Silver Stud Earrings in Cobalt Drusy,$85.00,$21.89,KS-0416
In stock,"A dainty stone and delicate metallic chain combine to create the Elisa Pendant Necklace in Rose Gold Drusy, your new favorite wear-anywhere accessory. This pendant necklace can be paired with any look, providing that extra touch of timeless style. Make the Elisa Silver Pendant Necklace a staple in your wardrobe and you will not be disappointed.																",https://www.jewelryus.shop/images/cache/f/f/ffc6d4425ba9e2781abc8eeef7570b24.jpg,Elisa Pendant Necklace in Rose Gold Drusy,$85.00,$21.89,KS-0451
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Silver Stud Earrings in Violet Drusy, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/d/0/d0181681f8590ce3f217dd9d5497e3e6.jpg,Ellie Silver Stud Earrings in Violet Drusy,$85.00,$21.89,KS-0417
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Silver Stud Earrings in Slate, an artful addition to any look.																",https://www.jewelryus.shop/images/cache/2/7/27745a7d7f83e6e337174f27b951da58.jpg,Tessa Silver Stud Earrings in Slate,$70.00,$18.99,KS-0471
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Silver Stud Earrings in Ivory Pearl, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/8/6/86ced5ad648324960b65615db8341124.jpg,Ellie Silver Stud Earrings in Ivory Pearl,$70.00,$18.99,KS-0415
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Silver Stud Earrings in White Pearl, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/a/b/ab90fa984574f905af505b7d4a8f5973.jpg,Ellie Silver Stud Earrings in White Pearl,$70.00,$18.99,KS-0414
In stock,"A statement necklace made for the belle of the ball, this Seraphina Necklace in Rose Gold is equal parts romantically feminine and boldly on-trend.																",https://www.jewelryus.shop/images/cache/1/2/12bee9cd65f58b8a7861461a579e950e.jpg,Seraphina Statement Necklace in Champagne,$415.00,$120.50,KS-0411
In stock,"Inspired by a blend of nature, glamour and romance, the Cleo Necklace in Antique Silver radiates with a unique shimmer worthy of any celebration.2"" antique silver flip extender included.																",https://www.jewelryus.shop/images/cache/5/1/518b62ae04a935ca8337431b260f95b9.jpg,Cleo Collar Necklace in Antique Silver,$169.97,$46.99,KS-0447
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Silver Stud Earrings in Platinum Drusy, a classic with delicate details. These stud earrings are the perfect go-tos for everyday wear, matching with anything and everything. Add a little sparkle to your ears with our Ellie Silver Stud Earrings.																",https://www.jewelryus.shop/images/cache/0/a/0a890820a51b5a183da6868e4b371a74.jpg,Ellie Silver Stud Earrings in Platinum Drusy,$85.00,$21.89,KS-0412
In stock,"Custom oval stones in a thin metallic frame, our Elle Gold Drop Earrings in Chalcedony are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/2/a/2acc01c94d407644735531f8b1d5ac7f.jpg,Elle Gold Drop Earrings in Chalcedony Glass,$75.00,$19.89,KS-0410
In stock,"Our signature filigree takes on daring new form in the Aiden Necklace. Worn long as a pendant or twisted up for a layered look, this piece is one of our signature favorites.																",https://www.jewelryus.shop/images/cache/0/4/044b31ec3861892cb177f72384d0ab46.jpg,Aiden Gold Long Pendant Necklace in Rose Gold Filigree,$105.00,$27.50,KS-0402
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Adjustable Chain Bracelet in Black is a delicate addition to any arm party.																",https://www.jewelryus.shop/images/cache/1/e/1e1489ce48a327a36ec08c84b8061447.jpg,Elaina Adjustable Chain Bracelet in Black,$70.00,$18.99,KS-0404
In stock,The Rae Silver Long Necklace in White is an everyday piece with head-turning style.																,https://www.jewelryus.shop/images/cache/c/b/cb50674f67a527a3d6d603d955664f1f.jpg,Rae Silver Necklace in White,$90.00,$23.00,KS-0405
In stock,,https://www.jewelryus.shop/images/cache/1/1/11ab7f6cce94f55f5436c8b85e17a940.jpg,Elisa Pendant Necklace in Royal Blue Kyocera Opal,$105.00,$27.50,KS-0445
In stock,The Kapri Silver Drop Earrings feature mother-of-pearl and hand-placed baguette crystals for an element of thoughtful detail. Celebrate your ever after with the Kendra Scott Bridal Jewelry Collection.																,https://www.jewelryus.shop/images/cache/8/2/826b58080b79066a479a84c43f4c5bcc.jpg,Kapri Drop Earrings in Silver,$140.00,$38.00,KS-0399
In stock,"Our most iconic silhouette, the Danielle Earrings in Goldstone feature custom cut, oval stones framed in sleek metallic detail perfect for any occasion.																",https://www.jewelryus.shop/images/cache/5/f/5fa6fd5444ea8df09c02271386749874.jpg,Danielle Earrings in Goldstone,$85.00,$21.89,KS-0397
In stock,The subtle shine of Ivory Mother-of-Pearl takes center stage amidst a halo of antique silver and baguette crystals in the delicate Keely Earrings.																,https://www.jewelryus.shop/images/cache/c/c/cc3701e6b039bcd109af026ba6b62e98.jpg,Keely Stud Earrings in Antique Silver,$140.00,$38.00,KS-0448
In stock,"Custom oval stones in a thin metallic frame, our Elle Drop Earrings in Periwinkle Cat's Eye are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/b/8/b8b994c81f1c861b0691b4ce67b8528a.jpg,Elle Silver Drop Earrings In Periwinkle Cats Eye,$75.00,$19.89,KS-0403
In stock,"Our custom kite silhouette teams up with a delicate metallic frame to create the Carla Drop Earrings in Rose Quartz, a classic and feminine accent to any outfit.																",https://www.jewelryus.shop/images/cache/4/e/4eac0ae43821fcb47d4d9faa523887ed.jpg,Carla Drop Earrings Rose Quartz,$90.00,$23.00,KS-0390
In stock,"Spark a conversation with the dainty Ellie Studs, a petite take on our classic oval silhouette featuring Kendra Scott's signature silver filigree framed in delicate gold details.																",https://www.jewelryus.shop/images/cache/2/b/2b49cbd93353a5db553296d5f32adf0c.jpg,Ellie Gold Stud Earrings in Silver Filigree,$75.00,$19.89,KS-0388
In stock,"Spark a conversation with the dainty Ellie Studs, a petite take on our classic oval silhouette featuring Kendra Scott's signature gold filigree framed in delicate gold details.																",https://www.jewelryus.shop/images/cache/d/4/d41143aec212ffa2951658f43f6ed35a.jpg,Ellie Gold Stud Earrings in Gold Filigree,$75.00,$19.89,KS-0387
In stock,"Custom oval stones in a thin metallic frame, our Elle Earrings in Navy Cat's Eye are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/4/4/44d7702af408a7292ce6a9314636ed57.jpg,Elle Earrings in Navy Cat's Eye,$75.00,$19.89,KS-0389
In stock,"Inspired by our favorite oval silhouette and dressed up in a halo of delicate pav??, the Chelsea Pendant Necklace in Silver provides a small yet striking hint of sparkle.																",https://www.jewelryus.shop/images/cache/b/7/b71aeb6cb0a070fd4a5775b59abcd26c.jpg,Chelsea Pendant Necklace in Silver,$95.00,$24.50,KS-0383
Out of Stock,"A dainty pinch cuff bookended with our signature oval stones, the Elton Gold Bracelet in Iridescent Drusy is a stack staple.																",https://www.jewelryus.shop/images/cache/7/a/7ac991066b2a23102d6867847ea6018c.jpg,Elton Gold Bracelet in Iridescent Drusy,$90.00,$23.00,KS-0382
In stock,,https://www.jewelryus.shop/images/cache/9/5/95f05a10bbb5158f24fe5887d4617f68.jpg,Elisa Pendant Necklace in Berry,$80.00,$20.69,KS-0396
In stock,"Rose gold oval stud earrings are made for the classic beauty, adding the perfect touch of sparkle for occasions well beyond the wedding day. Celebrate your ever after with the Kendra Scott Bridal Jewelry Collection.																",https://www.jewelryus.shop/images/cache/a/3/a34f7795474715dc032cf077cc73a373.jpg,Cade Stud Earrings in Rose Gold,$95.00,$24.50,KS-0381
In stock,"For a necklace that as bold as it is beautiful, look no further then seven striking stones linked together to create the Harlow Silver Statement Necklace in Suspended Black Mother-of-Pearl.																",https://www.jewelryus.shop/images/cache/a/e/ae035c9b42d0b9f75c8e2053325377d9.jpg,Harlow Silver Statement Necklace in Suspended Black Mother of Pearl,$245.00,$69.50,KS-0391
In stock,"Our classic oval shape goes dainty in the Lee Gold Earrings in Iridescent Drusy, a subtle take on a signature style. These Gold earrings are perfect for everyday wear, adding a touch of elegance to any outfit. We're certain that our Lee Gold Earrings will become a staple piece in your jewelry box.																",https://www.jewelryus.shop/images/cache/6/0/609b713a235e45b809d8a5e1c66649ac.jpg,Lee Gold Earrings in Iridescent Drusy,$85.00,$21.89,KS-0401
In stock,"Antique silver oval stud earrings are made for the classic beauty, adding the perfect touch of sparkle for occasions well beyond the wedding day. Celebrate your ever after with the Kendra Scott Bridal Jewelry Collection.																",https://www.jewelryus.shop/images/cache/a/3/a3335edca233fc8715e731dcf663378e.jpg,Cade Stud Earrings in Antique Silver,$95.00,$24.50,KS-0380
In stock,"A dainty stone and delicate metallic chain combine to create the Elisa Gold Pendant Necklace in Iridescent Drusy, your new favorite wear-anywhere accessory. This pendant necklace can be paired with any ensemble, giving you extra class and style. Make the Elisa Gold Pendant Necklace a staple in your wardrobe and you won??t be disappointed.																",https://www.jewelryus.shop/images/cache/6/c/6c9c6764d475b951212e4fe5d291933c.jpg,Elisa Gold Pendant Necklace in Iridescent Drusy,$85.00,$21.89,KS-0378
In stock,"Bring a bold accent of color and shine to your look with the Isabella Choker, a stunning statement of mosaic ivory stones framed with a feminine gold chain.																",https://www.jewelryus.shop/images/cache/a/9/a93e8b889999eb15f4d18d5bd879e274.jpg,Isabella Choker Necklace in Ivory Zellige,$99.97,$25.99,KS-0364
In stock,"Bring a bold accent of color and shine to your look with the Isabella Choker, a stunning statement of mosaic rose gold stones framed with a feminine rose gold chain.																",https://www.jewelryus.shop/images/cache/4/3/433a2eeee4afd396897679a8c788bb93.jpg,Isabella Choker Necklace in Rose Zellige,$99.97,$25.99,KS-0363
In stock,"Gold oval stud earrings are made for the classic beauty, adding the perfect touch of sparkle for occasions well beyond the wedding day. Celebrate your ever after with the Kendra Scott Bridal Jewelry Collection.																",https://www.jewelryus.shop/images/cache/8/4/8463ee05ef83aa264097f5651073514d.jpg,Cade Stud Earrings in Gold,$95.00,$24.50,KS-0379
In stock,These Rose Gold Statement Earrings are beautifully accented with mother-of-pearl and hand-placed baguette details for a vintage-inspired statement. Celebrate your ever after with the Kendra Scott Bridal Jewelry Collection.																,https://www.jewelryus.shop/images/cache/4/e/4eda5624bb13e9eb9fa8c27f1740ab0c.jpg,Kalina Statement Earrings in Rose Gold,$215.00,$60.50,KS-0377
In stock,"Dainty stud earrings with a vintage feel, the Kaia Earrings in Rose Gold are the crowning touch for your classic look.																",https://www.jewelryus.shop/images/cache/4/c/4c1e5901cec7dca750948251e73e9941.jpg,Kaia Stud Earrings in Rose Gold,$100.00,$26.00,KS-0361
In stock,"Our signature medallions take on their daintiest form yet in the Dira Stud Earrings in Gold, a classic made for everyday wear.																",https://www.jewelryus.shop/images/cache/0/0/006734900cd1826ef0150237d05bd29e.jpg,Dira Stud Earrings in Gold,$70.00,$18.99,KS-0359
In stock,These Antique Silver Statement Earrings are beautifully accented with mother-of-pearl and hand-placed baguette details for a vintage-inspired statement. Celebrate your ever after with the Kendra Scott Bridal Jewelry Collection.																,https://www.jewelryus.shop/images/cache/9/0/90d8f30702238328eeb064fa8356c3e5.jpg,Kalina Statement Earrings in Antique Silver,$215.00,$60.50,KS-0376
In stock,"Our signature medallions take on their daintiest form yet in the Dira Stud Earrings in Silver, a classic made for everyday wear.																",https://www.jewelryus.shop/images/cache/2/2/2248fe85b80294f63b206c62fdb581cd.jpg,Dira Stud Earrings in Silver,$70.00,$18.99,KS-0360
In stock,"Bring a bold accent of color and shine to your look with the Isabella Choker, a stunning statement of mosaic howlite stones framed with a feminine rhodium chain.																",https://www.jewelryus.shop/images/cache/f/b/fb5e6934710fcaa8e8b107946ba60850.jpg,Isabella Choker Necklace in Howlite Zellige,$99.97,$25.99,KS-0362
In stock,"Featuring our most custom of details, the Addie Gold Drop Earrings in Rose Gold Filigree will take any look from simple to stunning.																",https://www.jewelryus.shop/images/cache/6/e/6e6ec78c57cc0c17062c5183e13bfa22.jpg,Addie Gold Drop Earrings in Rose Gold Filigree,$80.00,$20.69,KS-0357
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Silver Stud Earrings in Slate, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/3/8/3827bb6b4f7d435ee2d9b1103997882a.jpg,Ellie Silver Stud Earrings in Slate,$70.00,$18.99,KS-0413
In stock,"A classic pendant necklace with a delicate sloping silhouette, the Kacey Necklace in Black Pearl adds a feminine touch to every look.																",https://www.jewelryus.shop/images/cache/6/2/6222aba9b97e6ebaab49dceba2a61653.jpg,Kacey Long Pendant Necklace in Black Pearl,$95.00,$24.50,KS-0353
In stock,"Custom oval stones in a thin metallic frame, our Elle Gunmetal Earrings in Black are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/6/5/6504b246d560dfdf10d0cf3041983048.jpg,Elle Gunmetal Earrings in Black,$75.00,$19.89,KS-0358
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Gold Stud Earrings in Abalone Shell, an artful addition to any look.																",https://www.jewelryus.shop/images/cache/6/b/6bede838f958d54efd94d8b81894fa8e.jpg,Tessa Gold Stud Earrings in Abalone Shell,$80.00,$20.69,KS-0352
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Stud Earrings in Ivory Pearl, an artful addition to any look.																",https://www.jewelryus.shop/images/cache/e/e/eeee498b0f8bdaeaa014da576612772e.jpg,Tessa Stud Earrings in Ivory Pearl,$70.00,$18.99,KS-0351
In stock,"A classic silhouette in a delicate metallic frame, the Alex Drop Earrings in Brown Pearl are a timeless accessory fit for any occasion.																",https://www.jewelryus.shop/images/cache/5/0/500464f83d8e0a58929134982533a4ab.jpg,Alex Drop Earrings in Brown Pearl,$85.00,$21.89,KS-0356
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Stud Earrings in Black, an artful addition to any look.																",https://www.jewelryus.shop/images/cache/8/6/865e93c274c97c4721440a21635f3b04.jpg,Tessa Stud Earrings in Black,$70.00,$18.99,KS-0348
In stock,"A classic pendant necklace with a delicate sloping silhouette, the Silver Kacey Necklace in Abalone Shell adds a feminine touch to every look.																",https://www.jewelryus.shop/images/cache/3/8/38f994611ecd1246c6d7b8106241b1b8.jpg,Kacey Silver Long Pendant Necklace in Abalone Shell,$95.00,$24.50,KS-0354
In stock,"Our classic oval shape goes dainty in the Lee Drop Earrings in Fuchsia Drusy, a subtle take on a signature style.																",https://www.jewelryus.shop/images/cache/1/a/1aeeaf7954bb548b022a6c34eed6b6dd.jpg,Lee Drop Earrings in Fuchsia Drusy,$85.00,$21.89,KS-0355
In stock,"A delicate pendant modeled after the popular Elisa Necklace, our Dollie Necklace features a touch of custom metallic detailing encased in classic gold. Worn alone or layered among your other favorite pieces, this necklace is sure to stand out.																",https://www.jewelryus.shop/images/cache/e/f/ef875da2e60d5706e0cb761a274dc1f3.jpg,Dollie Pendant Necklace in Gold,$85.00,$21.89,KS-0345
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Stud Earrings in Rose Quartz, an artful addition to any look. Dress these stud earrings up for a night out or dress them down for a day at the office ?C however you wear them, our Tessa Stud Earrings are the perfect addition to anyone??s jewelry box.																",https://www.jewelryus.shop/images/cache/e/4/e4d1b872ddbb0b0941c340f184189443.jpg,Tessa Stud Earrings in Rose Quartz,$70.00,$18.99,KS-0350
In stock,The Andrina Choker Necklace in Gold adjusts into a long classic length with the ease of a sliding pav?? clasp. This piece is a must for the modern bride. Celebrate your ever after with the Kendra Scott Bridal Jewelry Collection.																,https://www.jewelryus.shop/images/cache/f/6/f65e23d1ccd3be6652cf8ad049e34e21.jpg,Andrina Choker Necklace in Gold,$269.97,$76.99,KS-0339
In stock,"You??ve just found your go-to earrings for the season: The Kirstie Studs in Ivory Pearl. The perfect duo of genuine mother-of-pearl and delicate gold detail, these earrings are a match for any gal??s style.																",https://www.jewelryus.shop/images/cache/9/3/9336be1e45d248d1ad6f29ce7f77bae5.jpg,Kirstie Stud Earrings in Ivory Pearl,$70.00,$18.99,KS-0343
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Stud Earrings in White Pearl, an artful addition to any look. Dress these stud earrings up for a night out or dress them down for a day at the office ?C however you wear them, our Tessa Stud Earrings are the perfect addition to anyone??s jewelry box.																",https://www.jewelryus.shop/images/cache/0/7/075458b1f9448594a9da88c7a188d386.jpg,Tessa Stud Earrings in White Pearl,$70.00,$18.99,KS-0349
In stock,"Custom oval stones in a thin metallic frame, our Elle Drop Earrings in Dark Red are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/7/5/7572db9147daf6fce486467dd0a70ed9.jpg,Elle Gold Drop Earrings In Dark Red,$75.00,$19.89,KS-0344
